num__AGE,num__PTEDUCAT,num__CDGLOBAL,num__CDRSB,num__MMSCORE,cat__PTGENDER_Female,cat__PTGENDER_Male,cat__PTETHCAT_Hispanic or Latino,cat__PTETHCAT_Not Hispanic or Latino,cat__PTETHCAT_Unknown,cat__PTRACCAT_American Indian or Alaskan Native,cat__PTRACCAT_Asian,cat__PTRACCAT_Black or African American,cat__PTRACCAT_More than one race,cat__PTRACCAT_Native Hawaiian or Other Pacific Islander,cat__PTRACCAT_Unknown,cat__PTRACCAT_White,cat__APOE_ε2/ε3,cat__APOE_ε2/ε4,cat__APOE_ε3/ε3,cat__APOE_ε3/ε4,cat__APOE_ε4/ε4
-0.522447,-0.15421571,0.0068374895,-0.81530976,-0.812307,0.054133527,0.037051413,-0.0002134546,-0.0015503564,-0.0006358824,0.0,0.0033219007,-0.017906127,0.0,0.0,0.0,0.03181854,0.0470087,-0.0011894056,0.29148206,-0.166141,0.3912839
-0.68605894,-0.12213614,0.006844368,0.5695176,0.7541328,0.051957577,0.0081556905,0.0028116824,-0.0009593385,-0.0006358824,0.0,0.0033350335,-0.004827052,0.0,0.0,0.0,0.08452114,0.061440606,0.0019854528,-0.2145818,-0.13906813,-0.050386935
-1.081493,0.20119703,0.00677683,0.5123898,0.31118187,0.020679533,-0.0035698628,0.001955844,-0.0035631089,-0.00049097877,0.0,0.0028126887,-0.007242522,0.0,0.0,0.0,0.046757247,0.063249804,0.0028580378,0.21245337,0.12634361,-0.03260906
-0.9995115,0.007107781,0.0069732177,-0.5767587,0.23362054,-0.014593072,-0.012856383,0.002044568,0.0018640552,-0.0006358824,0.0,0.003359005,-0.004418395,0.0,0.0,0.0,0.06422749,0.047760602,0.0024074016,-0.34313768,-0.11077017,-0.08832767
-1.5672632,-0.08612635,0.0058872732,0.43205318,-0.77377445,0.05662168,-0.0003605517,-0.020779403,0.00038226432,-0.0006358824,0.0,0.003032374,-0.0050817057,0.0,0.0,0.0,0.055293243,0.052797478,-0.0057523777,-0.34201872,-0.16364712,-0.045126803
-0.9596,0.19867027,0.006527605,-1.0041654,-0.6710117,-0.013931794,-0.01536851,-0.006888871,-0.0020568261,-0.00049097877,0.0,0.00335677,-0.02968985,0.0,0.0,0.0,0.024690844,0.042274456,-0.00079916674,-0.6631245,-0.19631535,-0.11027509
0.5292166,-0.1497723,0.0070894444,-0.67950624,0.25020534,-0.0040677683,-0.016205389,-0.0124263195,-0.002050025,-0.0004964937,0.0,0.003540793,0.232095,0.0,0.0,0.0,-1.029074,0.04544383,-0.3723144,0.16914082,-0.07092552,-0.053927623
-1.991603,-0.3513003,0.0060888696,0.70317507,-0.5232052,-0.010834158,-0.0027329852,-0.0063506444,-0.0042948173,-0.0006358824,0.0,0.003032374,-0.0050996975,0.0,0.0,0.0,0.05518612,0.055350497,-0.002725328,0.232538,0.22463171,-0.03521276
-0.2564711,-0.04971104,0.0053536016,-0.2908595,-0.2832687,-0.053919904,-0.00988295,0.002237081,0.00096826645,-0.0006358824,0.0,0.0031323275,-0.0050813234,0.0,0.0,0.0,0.049552836,-2.206501,-0.0057876618,0.20200531,-0.12801465,-0.08164047
-0.4254451,-0.100755036,0.006844368,0.5791738,0.31262952,0.04492446,0.0081556905,0.0035926686,0.0011316692,-0.006284812,0.0,0.0033350335,-0.005307454,0.0,0.0,0.0,0.079005934,0.062551886,0.0020281274,-0.26473358,-0.14362468,-0.039836675
-0.38473818,-0.07818316,0.0063987547,-0.5299278,-0.6023548,0.00805213,0.017729927,0.0026764963,0.000928852,-0.0006358824,0.0,0.0032546557,-0.0043241284,0.0,0.0,0.0,0.05929291,0.048718538,-0.0012645302,0.2701025,0.23156564,-0.06320374
-1.1124077,-0.36984953,0.006262854,0.67780876,0.27505404,-0.0025462555,-0.002242908,0.0041939984,0.0012235465,-0.0006358824,0.0,0.0025501533,-0.0064126095,0.0,0.0,0.0,0.05764994,0.0599781,0.0008966394,-0.32913744,-0.099772625,-0.04253767
-0.20720069,-0.070637375,0.006331217,0.6854352,-0.5983038,0.07327586,0.010269111,0.0037234887,-0.0023605293,-0.0006358824,0.0,0.0031469169,-0.008020544,0.0,0.0,0.0,0.05451941,0.057225686,-0.005624895,-0.40930876,-0.16705728,-0.041709974
-0.5187118,-0.0850488,0.006143547,0.8756781,-1.3703976,0.054879617,0.021383852,-0.00076546095,-0.0053135953,-0.0006358824,0.0,0.0029936342,-0.0053758323,0.0,0.0,0.0,0.059822887,0.055294387,-0.0055662203,0.087470576,0.15484664,-0.047003374
-0.19185174,-0.22053906,0.0059009343,1.0213908,-1.5628988,0.032287616,0.021775829,0.00024221194,-0.0053135953,-0.0006358824,0.0,0.0027310988,-0.004939976,0.0,0.0,0.0,0.059282307,0.056529187,-0.005519489,0.026204206,0.10021083,-0.061510015
-0.56849945,-0.0817952,0.006331217,-0.57635665,-0.42509738,-0.046897475,-0.012717715,0.0027650492,-0.001731042,-0.0006358824,0.0,0.00336093,-0.0068995976,0.0,0.0,0.0,0.05887996,0.047284402,-0.0054541924,0.20653951,0.10273544,-0.055445507
-1.2052382,-0.8804426,0.007175005,-1.3272561,0.651476,-0.004984391,-0.015813412,0.0039816033,0.0012262193,-0.0006358824,0.0,0.0031673815,-0.052504264,0.0,0.0,0.0,0.059409045,0.048148908,0.0016228927,-0.27346596,-0.06569328,-0.08916449
0.14636451,-0.36143962,0.0068374895,-0.49370527,-0.8458765,-0.026392894,0.018497854,0.0035174787,0.0010019043,-0.006284812,0.0,0.003241706,-0.0046865405,0.0,0.0,0.0,0.05632967,0.049839836,-0.0011894056,0.27338114,-0.16654457,0.30214334
-0.19556631,-0.48933604,0.005286064,-0.3365273,-0.27905387,-0.0059895534,-0.010719828,0.0015586959,-0.0023413163,-0.0006358824,0.0,0.0032468706,-0.007606223,0.0,0.0,0.0,0.04519254,-2.1679873,-0.0059907143,0.18619336,-0.12675019,-0.054747388
